t1,t2,t3,t4,t5,t6,brs
40,29,73,21,73,17,441
39,14,36,35,40,31,405
68,6,29,38,24,76,449
90,58,26,69,2,77,470
46,95,67,30,74,64,428
42,50,39,59,16,62,377
41,91,81,34,4,73,469
63,63,41,23,9,0,455
96,24,50,16,35,71,445
70,1,67,17,58,55,436
66,65,44,7,99,20,462
61,29,59,45,58,9,398
51,9,3,15,99,26,499
50,61,0,4,53,74,438
13,60,35,45,89,21,437
50,16,19,73,12,58,437
34,3,45,48,16,3,451
75,26,81,78,32,6,473
48,11,61,53,44,23,390
14,58,90,10,38,0,488
38,98,21,14,86,17,496
26,31,74,24,63,27,431
34,6,11,3,49,4,493
79,84,0,69,12,12,511
53,43,51,92,1,22,433
97,7,94,82,14,46,509
59,47,28,57,56,62,363
77,66,91,27,12,45,453
66,34,78,1,72,59,444
39,38,64,88,34,90,434
61,40,42,15,44,15,406
46,17,11,52,33,58,405
18,41,45,88,14,16,455
94,38,93,88,3,20,517
40,71,36,12,74,73,433
73,80,19,54,56,94,443
63,77,69,22,41,85,435
33,19,89,78,58,72,449
2,86,44,85,91,0,519
86,75,74,72,23,0,488
84,84,72,79,81,99,505
95,28,23,16,51,99,481
5,20,14,93,99,21,534
98,95,37,96,57,10,503
4,2,98,36,83,40,501
55,28,95,54,1,49,429
70,53,1,0,27,33,464
49,26,11,72,88,70,447
34,22,76,22,25,11,463
29,19,86,44,74,60,431
88,86,32,44,27,41,432
92,99,85,84,50,35,480
28,62,4,98,8,49,473
58,81,97,95,76,31,481
3,63,48,37,39,90,428
23,96,58,92,49,91,469
37,18,16,61,70,13,449
74,30,83,73,36,71,439
20,46,52,41,17,72,402
90,89,2,61,60,72,475
13,15,34,69,17,74,466
59,74,45,77,83,5,447
37,42,90,23,58,50,399
7,0,17,47,76,51,458
68,6,31,71,1,94,498
44,77,47,62,45,76,382
46,40,90,67,50,69,394
52,8,48,96,88,24,459
23,11,0,59,72,80,480
5,72,11,1,63,51,472
95,22,2,13,9,29,521
19,94,35,47,16,24,454
78,14,83,64,63,65,444
31,68,9,92,82,36,469
98,9,72,38,85,10,501
5,47,56,56,43,14,405
58,73,6,26,85,68,456
29,56,65,72,84,69,422
72,84,64,77,28,62,436
36,46,1,65,84,53,422
89,61,10,63,36,29,441
4,92,49,98,89,97,527
44,24,41,25,35,51,383
80,41,57,97,81,81,460
75,7,71,98,80,91,513
60,45,33,95,93,21,452
10,62,1,39,42,15,456
26,18,83,61,26,90,467
7,65,21,72,42,14,455
43,89,54,66,74,23,421
18,20,77,48,99,2,490
67,24,26,5,67,45,436
62,91,50,65,9,66,430
88,4,23,85,94,96,540
24,1,54,74,92,21,477
23,11,5,50,70,84,468
88,79,74,39,17,62,451
74,40,77,40,22,50,402
40,92,46,51,43,53,370
39,97,90,88,4,98,534
38,64,88,5,82,30,464
27,53,4,22,20,65,447
21,65,32,48,53,44,375
52,75,9,16,0,84,489
15,5,99,89,33,12,525
53,20,14,40,46,1,433
44,9,83,89,72,40,454
47,71,24,44,16,76,418
13,9,16,32,59,48,442
4,2,11,12,89,87,549
61,15,38,89,8,29,462
74,39,97,98,21,18,494
56,40,41,44,8,28,396
81,2,88,14,49,97,504
98,6,26,61,23,73,480
48,49,96,76,75,35,418
37,50,82,86,35,17,432
53,14,78,87,6,49,452
18,22,7,84,83,65,488
24,93,35,77,69,90,474
88,67,71,72,25,73,451
25,74,6,51,90,45,442
50,66,58,43,5,68,398
89,99,41,50,69,74,445
43,27,34,4,62,45,410
38,35,60,78,92,33,427
64,61,15,6,35,28,443
11,91,22,91,45,69,476
24,66,15,25,58,28,434
49,77,8,98,41,27,452
70,43,46,26,12,96,441
75,23,89,62,80,58,446
91,63,38,62,19,74,437
90,48,7,56,83,29,448
46,32,39,21,32,8,422
70,28,14,80,16,55,450
5,51,33,78,59,7,446
29,93,95,76,99,72,511
76,60,63,31,48,89,413
65,90,39,54,12,1,460
21,88,89,17,92,55,490
71,24,45,23,10,70,441
48,38,67,99,90,16,457
43,38,19,20,57,91,430
88,95,62,79,65,11,483
58,77,55,2,36,99,455
44,41,62,87,72,78,418
27,3,11,45,44,74,445
85,11,40,25,57,83,452
0,88,57,63,13,0,498
24,10,5,23,50,61,451
99,50,51,73,62,44,396
39,18,64,96,55,7,454
25,13,90,69,17,19,487
79,85,69,32,65,81,452
56,63,62,52,16,39,382
39,67,96,57,79,71,436
51,6,3,80,26,10,488
76,13,2,69,96,72,502
58,61,63,25,47,16,397
38,64,24,18,92,24,454
68,37,45,85,2,49,422
56,32,12,62,99,1,475
55,72,9,79,46,37,417
0,83,9,62,70,48,461
19,31,25,93,30,36,453
92,49,85,19,73,96,482
85,46,37,99,17,59,446
57,44,27,53,29,85,398
3,24,34,71,42,17,452
15,43,80,6,74,94,487
96,48,66,13,15,44,444
11,72,34,93,4,85,504
31,33,51,5,79,70,434
16,65,45,78,71,23,433
27,85,15,63,9,89,489
67,62,16,15,47,47,406
34,96,89,18,42,15,478
60,31,86,47,36,81,416
41,94,80,66,94,12,485
45,17,78,92,56,4,463
36,30,42,17,4,20,451
51,60,31,60,82,30,396
17,24,23,72,32,89,467
89,59,47,94,90,68,458
51,20,27,97,68,69,442
81,69,60,30,52,42,394
96,60,32,89,17,0,499
26,93,98,33,64,46,453
70,91,3,28,44,85,474
78,88,69,26,69,28,454
89,29,15,55,47,42,413
17,9,24,58,6,4,499
85,6,89,69,77,93,512
62,72,49,46,53,30,365
33,78,5,3,9,13,516
0,54,3,20,52,5,480
96,16,20,24,96,95,530
36,88,29,13,45,25,441
67,82,78,92,84,3,505
76,31,8,34,47,69,427
86,22,98,53,24,5,489
4,17,8,52,98,71,495
46,16,57,98,80,44,432
12,3,41,46,22,49,427
85,22,69,88,41,3,479
11,2,64,17,86,88,511
13,27,87,71,47,81,455
27,10,73,28,99,92,502
52,7,69,66,6,88,466
41,1,73,6,11,20,495
60,22,81,67,52,54,397
41,61,20,83,39,23,423
59,49,82,44,69,74,395
9,47,88,98,21,93,505
96,23,95,98,52,39,483
81,55,32,85,0,53,446
4,48,43,13,80,57,431
92,37,16,63,94,54,454
80,19,16,26,87,80,489
97,18,9,92,27,34,503
23,18,96,95,44,61,470
24,33,45,73,25,83,431
54,42,70,84,37,14,418
23,13,13,42,15,36,458
22,98,46,12,98,0,518
74,31,15,96,93,70,491
21,14,8,64,6,48,468
79,18,66,39,97,71,460
94,7,48,54,47,34,414
28,15,95,1,40,80,493
20,54,10,17,94,67,471
46,87,22,6,83,49,449
7,13,36,82,78,46,460
6,62,62,32,48,0,440
8,94,70,70,11,25,493
79,13,69,51,91,99,481
83,49,83,50,42,80,409
2,87,70,12,71,89,507
38,57,82,98,11,85,477
47,28,35,82,28,16,429
2,28,70,3,66,24,481
23,13,67,2,85,65,482
43,77,33,20,34,14,434
65,99,86,79,28,64,470
75,95,75,92,31,60,471
55,5,47,77,58,52,394
49,82,57,90,56,0,440
14,89,35,45,29,52,420
26,82,57,41,88,99,463
54,93,55,16,14,16,459
27,49,4,64,59,19,426
83,90,32,42,57,77,437
99,2,52,75,4,25,498
76,62,84,15,96,9,498
95,97,59,20,3,29,502
22,30,63,9,98,13,489
57,34,31,81,93,95,465
68,31,60,94,26,67,436
88,96,97,39,81,58,486
76,78,38,78,43,85,440
74,30,56,54,28,83,413
45,76,33,19,41,1,438
3,33,74,32,89,80,478
21,78,18,60,79,17,464
37,56,84,0,5,69,470
7,2,32,67,53,96,478
11,69,29,3,21,69,476
10,80,68,9,83,5,510
28,45,74,59,11,16,435
35,73,52,96,39,74,425
47,19,65,97,55,24,430
11,75,0,5,49,3,508
60,87,16,64,5,23,470
94,72,8,31,66,12,484
54,26,55,91,58,7,429
95,28,62,42,3,1,485
65,41,42,31,70,12,411
4,27,3,60,48,79,459
10,95,8,85,25,98,538
62,1,51,3,93,33,472
81,45,59,63,5,52,409
61,47,75,56,61,41,369
74,82,31,78,84,38,453
36,45,30,95,53,20,419
94,99,1,84,51,44,487
70,72,48,61,15,24,419
54,39,80,19,31,66,414
90,98,86,90,26,58,501
89,41,89,76,47,94,464
88,94,76,62,0,96,521
83,17,81,19,99,53,484
9,82,61,16,5,74,490
97,21,18,62,47,98,474
76,85,69,4,68,26,472
80,84,84,3,46,65,468
79,17,31,17,78,4,490
42,42,74,23,27,62,404
72,94,11,88,62,8,501
26,72,23,38,59,64,411
3,27,40,74,84,31,459
18,30,62,0,40,95,471
95,16,61,57,1,51,451
98,92,31,34,63,62,454
41,19,6,25,60,1,469
1,42,23,67,22,6,474
47,68,77,82,76,87,448
30,57,25,26,66,22,422
7,68,72,25,57,24,444
44,54,90,35,30,70,408
9,51,2,77,34,14,471
79,67,96,79,5,76,497
62,59,62,95,67,14,436
88,88,50,1,45,72,456
72,71,36,58,46,85,408
85,77,63,53,70,73,427
70,69,66,55,47,88,406
64,32,60,82,17,84,445
94,4,38,89,86,18,512
65,91,73,76,98,92,501
34,73,86,84,64,43,434
4,77,70,12,65,64,464
72,98,53,40,65,38,414
63,25,31,8,63,85,450
89,79,12,24,12,96,519
46,99,7,94,16,85,512
3,86,12,43,14,67,483
88,75,18,29,60,55,435
71,11,64,58,50,46,390
89,98,59,76,20,70,477
85,13,10,16,70,73,492
76,77,13,76,28,68,460
74,30,51,94,33,61,421
63,28,67,10,46,26,422
58,91,91,54,42,42,414
3,43,88,20,26,65,463
22,65,64,83,76,18,452
51,80,51,45,4,77,414
6,90,94,61,71,5,509
87,74,59,50,34,6,434
93,52,19,87,99,57,474
19,93,48,21,74,64,446
15,84,16,13,15,85,512
29,75,92,47,46,21,426
39,14,67,67,50,65,400
36,21,60,0,73,29,449
66,48,27,42,47,6,397
88,2,27,80,60,80,483
73,62,25,99,18,20,474
0,68,26,87,39,36,456
55,66,59,44,36,38,365
64,69,53,23,20,30,416
53,24,26,89,27,80,448
46,13,94,86,61,82,468
32,77,83,96,83,66,478
86,26,31,33,90,62,451
61,80,94,90,15,53,468
74,55,23,36,29,21,422
6,25,59,1,4,65,490
17,37,33,71,78,35,429
16,93,68,0,21,33,493
88,61,0,8,39,73,478
83,5,91,94,39,14,513
15,1,31,5,38,21,489
61,92,64,74,60,82,439
31,87,51,1,77,53,440
11,97,33,91,66,2,511
61,41,3,71,70,14,447
79,19,11,71,86,83,493
85,82,90,50,25,10,476
61,86,14,79,52,60,429
55,64,44,45,83,42,374
20,28,37,61,85,14,449
35,64,82,33,67,45,403
85,4,42,99,3,48,489
33,62,13,65,66,9,441
84,60,61,74,35,20,428
56,70,76,3,75,6,472
11,95,81,69,30,8,499
66,90,50,21,88,76,454
48,89,19,33,79,85,456
17,67,58,45,45,43,377
50,57,95,65,73,71,417
58,10,53,98,61,31,433
51,78,82,19,96,77,470
23,57,56,89,15,67,435
97,29,73,27,33,82,466
43,47,61,15,35,23,399
5,28,63,84,82,39,460
7,8,95,14,62,54,485
69,36,4,35,95,82,474
5,57,10,68,95,46,462
42,64,15,66,21,73,428
64,63,76,77,87,68,441
91,38,32,11,72,98,483
33,6,68,63,17,72,450
30,87,11,18,48,30,451
92,88,53,2,81,68,485
48,49,71,37,36,56,359
8,65,56,17,92,9,482
87,31,3,68,64,48,440
33,70,97,63,93,64,459
58,39,66,88,1,8,467
93,33,43,58,7,29,441
40,32,8,12,49,41,418
51,53,88,0,77,11,462
23,78,82,72,53,8,458
5,79,81,27,26,16,488
59,98,13,58,93,16,483
45,99,76,50,60,97,442
14,35,81,92,46,93,474
52,90,46,73,76,3,446
21,8,0,80,41,7,504
43,86,42,67,55,41,385
69,71,19,35,15,39,434
47,94,20,84,68,84,467
22,8,88,99,25,82,517
36,55,64,63,52,20,382
55,46,7,81,73,3,456
30,45,95,49,64,87,425
75,81,94,18,15,69,490
53,4,62,48,77,3,440
82,48,38,44,10,93,437
81,53,18,33,26,21,438
79,61,39,8,57,93,447
13,71,68,88,72,35,455
50,49,64,87,70,87,414
14,48,46,35,93,55,407
87,96,36,79,88,75,494
27,76,22,4,6,30,488
36,97,35,51,59,81,421
19,7,14,38,56,53,433
99,37,14,26,3,81,502
33,86,99,69,21,79,483
28,94,9,7,89,59,501
61,95,69,9,72,43,449
43,83,93,92,88,28,489
86,89,90,2,35,1,530
26,27,10,16,42,43,436
46,52,44,99,4,9,450
83,1,25,20,98,17,520
13,92,61,14,27,49,452
9,95,67,86,72,76,492
73,0,17,8,80,41,489
18,22,11,80,66,55,453
1,57,72,38,85,49,429
95,17,72,74,76,24,480
70,22,76,60,16,6,465
63,99,44,93,42,96,469
65,80,41,2,84,40,449
60,3,62,50,77,53,404
17,9,64,84,90,23,492
11,89,88,12,10,41,505
52,10,44,70,85,94,451
96,60,93,25,33,69,464
76,54,88,93,21,93,488
57,57,22,85,49,56,388
27,39,22,88,87,5,484
78,65,15,40,46,30,414
4,5,4,12,82,86,545
9,28,27,82,44,61,437
60,67,67,35,39,91,415
30,79,45,56,30,17,415
37,16,50,68,33,65,400
48,5,98,87,98,86,520
76,26,71,21,70,25,448
98,9,94,75,81,90,534
27,40,52,2,39,40,405
5,44,51,3,20,70,451
65,32,66,21,93,14,460
22,14,18,16,86,21,496
20,29,21,99,34,49,447
44,89,85,23,5,42,462
46,91,87,34,82,92,476
29,35,58,56,26,7,419
54,34,47,69,90,48,387
3,58,58,94,6,45,459
54,20,18,83,24,25,452
12,80,46,58,57,41,399
86,30,17,93,21,92,506
47,68,58,54,39,87,385
81,48,44,19,42,65,395
61,52,17,64,46,92,410
14,15,83,84,38,63,466
64,17,40,9,98,51,450
70,83,47,33,79,6,449
51,76,42,76,42,56,379
18,89,54,8,44,24,451
24,37,62,41,73,98,434
53,67,38,47,90,98,427
29,92,51,28,23,28,437
25,73,92,19,73,64,462
67,78,45,31,25,23,423
69,23,76,82,24,86,470
59,24,86,39,73,57,416
17,85,44,63,41,4,444
86,38,37,97,32,9,469
40,55,98,85,73,18,457
90,70,99,87,91,52,495
94,86,19,85,60,8,502
16,90,18,47,92,77,481
76,45,2,25,21,47,437
5,92,20,43,32,74,468
30,9,37,89,68,86,470
7,25,45,21,84,77,465
14,49,44,59,34,81,401
55,58,95,50,8,76,431
38,48,99,15,75,43,432
18,19,64,59,92,71,453
14,77,59,89,16,51,450
1,98,82,22,81,17,524
97,38,84,62,24,41,443
25,56,89,59,21,41,420
6,48,42,31,31,31,411
62,31,26,21,73,63,423
62,36,97,80,23,94,478
69,18,23,81,11,73,474
51,47,67,32,66,28,380
65,20,40,71,91,14,456
1,12,86,65,45,15,480
94,31,47,56,75,64,415
4,82,60,43,92,46,444
6,83,82,94,32,23,501
69,87,99,2,72,57,487
30,80,6,94,12,74,503
41,68,30,43,93,24,425
19,78,21,60,80,86,468
37,71,50,15,24,47,400
36,53,65,94,36,55,399
19,4,65,81,59,56,442
97,33,18,79,76,54,459
97,3,9,19,74,71,514
91,19,18,51,10,24,473
74,51,1,80,71,25,454
21,0,57,32,36,60,430
41,48,57,4,34,95,427
37,79,48,62,33,75,401
94,97,83,5,7,14,551
28,65,57,62,48,41,370
56,35,60,16,87,1,454
88,65,77,71,6,48,451
39,45,35,29,36,85,402
29,70,49,46,89,21,416
80,5,95,55,92,33,488
72,2,37,46,63,43,409
61,39,44,17,88,17,434
72,2,33,54,68,89,452
76,32,39,37,12,17,440
35,35,48,74,91,56,406
52,6,0,75,25,31,467
60,28,85,65,90,94,471
99,79,97,30,57,73,480
92,86,76,3,71,40,486
40,83,71,27,15,69,444
57,26,78,49,29,73,407
57,65,76,33,26,21,421
77,20,30,24,19,39,446
6,95,98,78,10,72,531
93,49,45,33,85,31,422
84,62,75,26,35,72,436
30,90,92,73,6,91,514
62,36,45,84,7,80,441
18,51,78,49,45,2,417
86,98,68,56,13,38,461
70,85,91,35,95,31,479
13,33,60,45,79,0,450
4,9,93,24,41,9,507
56,19,63,64,45,87,410
64,61,11,27,85,2,473
82,5,92,30,78,25,495
42,74,54,19,99,33,436
8,17,71,45,70,56,430
73,11,7,73,86,96,514
37,86,11,5,1,13,520
37,88,73,18,4,80,485
87,98,60,80,22,38,469
19,59,49,20,6,49,417
23,3,51,35,69,88,450
79,23,79,27,79,65,456
64,25,91,29,14,84,474
78,15,59,24,8,86,479
17,26,20,97,81,45,472
4,56,42,15,53,30,420
86,85,28,1,79,58,483
86,76,13,49,80,7,476
26,6,45,53,28,0,449
47,78,74,46,83,92,438
29,81,79,3,28,31,471
2,65,2,34,76,8,497
98,43,73,20,5,24,481
81,57,28,12,24,56,433
9,31,94,98,57,94,507
34,77,77,70,72,5,461
63,86,14,5,62,48,447
62,37,57,73,21,66,404
29,71,65,28,24,22,435
53,98,32,11,63,41,433
26,63,33,58,63,54,383
30,63,72,49,19,96,436
10,13,75,89,73,76,494
41,61,13,55,17,3,444
7,10,28,71,27,26,474
51,37,37,93,13,40,419
97,51,63,18,51,86,435
35,87,52,66,6,17,450
50,0,3,39,76,15,471
62,90,53,96,91,86,484
10,71,37,56,72,23,432
15,94,26,3,25,98,525
57,0,25,63,37,31,429
45,75,1,85,66,99,483
84,44,67,71,71,58,412
92,80,7,49,63,48,434
51,72,77,54,95,38,416
84,62,53,60,84,15,433
66,15,8,73,32,25,461
0,37,40,84,95,68,473
75,82,79,54,36,98,457
29,41,59,74,16,11,438
27,60,0,58,1,17,475
8,69,99,39,45,72,451
46,63,86,44,55,2,415
16,91,47,38,11,75,456
39,20,57,71,46,16,409
50,23,76,38,42,53,379
15,41,79,97,70,7,486
73,42,17,90,17,99,489
82,83,62,75,53,12,448
12,97,70,79,2,96,532
71,79,43,56,69,68,405
47,34,15,17,51,3,436
14,32,15,49,68,4,455
27,98,48,4,47,75,449
46,90,18,15,24,69,458
34,72,97,59,61,18,441
32,81,3,30,69,55,443
62,45,71,57,2,19,427
26,18,37,16,17,51,438
83,68,88,55,25,95,469
95,3,95,81,20,27,524
20,11,62,16,70,69,457
72,81,47,3,13,5,487
91,96,6,74,11,55,503
44,75,44,78,72,60,401
16,0,33,78,30,2,498
6,25,68,96,35,89,490
71,92,57,46,29,30,418
39,30,15,50,50,85,404
60,67,99,47,80,88,452
47,54,77,5,27,66,421
34,41,61,50,7,81,413
62,43,14,46,15,7,438
84,42,25,69,9,95,475
53,79,75,4,78,71,457
18,13,18,29,49,61,435
12,33,63,79,64,31,433
27,51,8,30,68,39,417
94,1,16,51,46,69,454
68,83,52,9,71,31,438
25,9,73,62,67,35,436
1,50,30,73,33,15,446
9,18,49,85,92,50,454
69,64,56,6,89,58,435
64,88,10,65,82,36,457
52,76,77,97,66,84,458
58,1,77,45,22,61,431
76,35,87,4,79,56,463
73,3,77,4,37,38,470
78,58,32,89,12,79,464
90,57,13,42,49,20,425
7,74,70,4,11,81,506
59,47,0,35,20,0,458
36,99,74,58,27,6,465
14,42,6,73,69,86,469
62,98,10,61,30,86,471
56,67,6,58,31,71,419
67,10,19,67,54,84,447
8,64,42,81,13,29,455
74,55,4,97,72,73,472
64,32,32,88,5,10,475
49,42,56,7,56,59,376
72,22,82,22,4,71,480
60,15,73,72,87,59,441
42,21,83,82,22,35,447
52,88,40,22,97,70,449
14,36,5,98,82,9,518
33,84,78,15,56,79,453
39,39,41,99,42,15,424
50,93,85,33,32,59,426
7,23,17,1,35,47,470
52,75,0,39,11,19,460
18,43,43,55,45,52,360
85,13,35,83,80,47,456
1,50,53,38,35,96,428
82,16,28,51,27,95,460
53,86,77,90,88,19,480
3,81,61,78,18,50,453
93,41,88,36,19,27,460
93,64,88,6,63,87,494
27,81,13,39,71,61,437
24,40,75,94,71,37,442
57,73,73,50,91,27,422
13,53,62,26,69,51,400
62,85,80,4,98,60,486
0,21,44,15,92,10,503
31,4,25,21,93,8,505
19,21,21,51,49,8,434
34,33,98,56,60,51,402
82,47,12,62,1,52,439
59,84,43,59,7,64,420
65,68,59,59,5,71,422
10,40,4,45,87,71,461
93,51,92,26,84,97,496
3,72,95,61,60,48,441
51,63,6,38,88,9,452
51,49,46,96,45,2,407
44,81,31,57,49,33,383
59,94,22,53,34,79,433
78,46,32,2,61,88,450
51,60,68,6,95,87,460
1,1,76,40,66,25,477
86,63,39,32,71,78,431
35,98,5,32,57,25,460
91,63,82,95,10,59,485
4,48,9,40,38,1,460
29,72,2,21,29,27,465
41,80,81,28,64,75,435
4,26,44,43,17,3,463
73,88,3,13,42,30,475
4,67,54,65,78,32,432
16,89,74,36,90,99,504
14,30,67,58,74,60,419
75,47,62,75,13,81,437
71,87,70,9,43,89,469
62,3,57,35,68,60,413
75,42,6,11,10,73,481
33,50,36,44,92,7,424
83,30,67,54,85,79,443
63,10,36,63,65,52,401
62,28,35,44,6,83,434
36,49,75,20,36,44,391
62,23,94,3,95,29,499
18,84,91,95,50,94,501
28,57,90,64,79,24,442
17,93,16,80,48,11,483
88,1,37,52,44,97,458
8,39,74,95,70,25,470
65,55,45,97,92,89,458
53,52,25,65,14,4,430
74,33,90,90,1,75,499
31,65,42,51,50,87,384
19,15,28,13,76,79,482
4,70,6,8,17,83,520
93,15,76,74,85,75,493
31,95,82,80,36,64,458
55,66,40,79,55,20,399
45,35,1,51,80,90,443
36,54,35,97,13,84,454
23,20,14,44,19,12,468
41,48,21,13,51,60,390
31,18,52,78,67,65,417
75,80,97,67,96,96,517
9,3,81,31,24,85,501
72,77,75,32,17,0,478
68,46,70,64,35,0,424
52,4,75,85,63,25,450
24,84,85,72,9,45,466
96,32,49,59,63,34,406
1,5,98,67,45,89,506
8,32,25,12,3,70,491
88,74,81,76,24,53,453
58,82,55,53,27,41,384
82,20,28,25,37,10,463
27,43,75,82,88,87,466
42,62,21,7,24,92,462
80,59,58,68,19,60,411
46,36,21,10,88,97,474
60,38,31,11,88,0,470
65,89,19,43,13,8,473
50,89,80,66,48,25,416
89,72,50,17,43,15,439
41,10,4,22,36,22,465
95,87,24,63,76,59,461
73,44,62,48,98,60,405
81,25,12,74,51,40,432
68,14,20,59,77,37,436
66,83,82,45,66,61,418
18,65,82,15,33,37,446
56,4,91,63,22,77,465
39,5,31,74,60,76,438
45,39,92,38,39,11,421
93,74,15,86,35,15,491
36,50,2,23,65,29,427
5,85,11,56,44,54,438
26,58,60,1,42,92,444
97,27,71,82,17,95,505
